DATE(MEAN)	DATE(MODE)	WHO(MODE)	PATH
2012-05-04	2010-11-21	Lennart Poettering	man/locale.conf.xml
2012-05-08	2010-08-11	Lennart Poettering	units/systemd-update-utmp-runlevel.service.in
2012-05-09	2010-10-13	Lennart Poettering	units/user/exit.target
2012-05-10	2010-05-16	Lennart Poettering	units/sigpwr.target
2012-05-10	2010-05-16	Lennart Poettering	units/sockets.target
2012-05-10	2010-05-16	Lennart Poettering	units/swap.target
2012-05-10	2010-10-19	Lennart Poettering	units/systemd-quotacheck.service.in
2012-05-14	2008-10-26	Lennart Poettering	src/nss-myhostname/nss-myhostname.c
2012-05-22	2010-11-21	Lennart Poettering	man/hostname.xml
2012-05-26	2010-05-18	Lennart Poettering	units/proc-sys-fs-binfmt_misc.automount
2012-05-29	2011-08-06	Josh Triplett	tmpfiles.d/tmp.conf
2012-05-31	2010-10-13	Lennart Poettering	units/systemd-kexec.service
2012-06-08	2010-05-16	Lennart Poettering	units/getty.target
2012-06-08	2010-10-07	Lennart Poettering	units/systemd-user-sessions.service.in
2012-06-13	2010-01-23	Lennart Poettering	src/core/automount.h
2012-06-15	2007-11-08	Kay Sievers	man/udevadm.xml
2012-06-16	2010-05-16	Lennart Poettering	units/graphical.target
2012-06-16	2010-10-19	Lennart Poettering	units/systemd-fsck-root.service.in
2012-06-19	2007-08-10	Kay Sievers	rules.d/50-udev-default.rules.in
2012-06-20	2010-10-12	Lennart Poettering	src/core/swap.h
2012-06-23	2010-05-18	Lennart Poettering	units/dev-mqueue.mount
2012-06-25	2011-04-04	Lennart Poettering	man/binfmt.d.xml
2012-06-27	2009-06-15	Kay Sievers	src/libudev/libudev-queue.c
2012-06-27	2010-06-16	Tom Gundersen	units/systemd-poweroff.service
2012-06-27	2010-06-16	Tom Gundersen	units/systemd-reboot.service
2012-06-27	2011-04-01	Lennart Poettering	tmpfiles.d/legacy.conf
2012-07-03	2010-10-19	Lennart Poettering	units/quotaon.service.in
2012-07-18	2010-06-23	Lennart Poettering	man/halt.xml
2012-07-18	2011-06-15	Lennart Poettering	src/locale/org.freedesktop.locale1.policy
2012-07-20	2010-07-12	Lennart Poettering	units/rescue.service.in
2012-08-02	2010-06-21	Lennart Poettering	src/systemd/sd-daemon.h
2012-08-05	2011-06-18	Kay Sievers	rules.d/60-cdrom_id.rules
2012-08-06	2011-06-28	Lennart Poettering	src/login/org.freedesktop.login1.conf
2012-08-12	2009-06-16	Kay Sievers	src/udev/v4l_id/v4l_id.c
2012-08-15	2012-04-11	Kay Sievers	po/POTFILES.skip
2012-08-18	2011-05-24	Lennart Poettering	src/login/logind-acl.h
2012-08-18	2011-06-15	Lennart Poettering	src/timedate/org.freedesktop.timedate1.policy
2012-08-26	2010-11-18	Lennart Poettering	units/systemd-ask-password-console.path
2012-08-26	2012-04-25	Lennart Poettering	src/core/job.h
2012-08-27	2011-02-09	Lennart Poettering	units/sound.target
2012-08-29	2010-05-23	Lennart Poettering	src/core/timer.h
2012-08-29	2011-04-16	Lennart Poettering	src/hostname/org.freedesktop.hostname1.policy
2012-08-30	2010-05-16	Lennart Poettering	units/systemd-initctl.socket
2012-09-01	2011-05-24	Lennart Poettering	src/login/logind-acl.c
2012-09-08	2010-09-15	Lennart Poettering	units/systemd-vconsole-setup.service.in
2012-09-09	2010-05-16	Lennart Poettering	units/emergency.service.in
2012-09-13	2011-06-15	Lennart Poettering	src/locale/org.freedesktop.locale1.service
2012-09-13	2011-06-15	Lennart Poettering	src/timedate/org.freedesktop.timedate1.service
2012-09-13	2011-06-16	Lennart Poettering	src/login/org.freedesktop.login1.service
2012-09-13	2012-09-13	Lennart Poettering	test/TEST-02-UNITTESTS/Makefile
2012-09-13	2012-09-13	Lennart Poettering	test/TEST-24-CRYPTSETUP/Makefile
2012-09-18	2010-05-18	Lennart Poettering	units/sys-kernel-debug.mount
2012-09-18	2013-01-28	Kay Sievers	test/.gitignore
2012-09-22	2010-10-25	Lennart Poettering	units/systemd-ask-password-wall.path
2012-09-25	2012-08-15	Lennart Poettering	src/journal/journal-authenticate.c
2012-09-26	2010-04-10	Lennart Poettering	src/shared/utmp-wtmp.c
2012-09-29	2005-08-30	Kay Sievers	man/systemd-udevd.service.xml
2012-09-30	2010-10-19	Lennart Poettering	units/systemd-fsck@.service.in
2012-10-19	2011-04-16	Lennart Poettering	src/hostname/org.freedesktop.hostname1.service
2012-10-30	2012-08-13	Lennart Poettering	src/journal/fsprg.c
2012-11-01	2012-11-01	Holger Hans Peter Freyther	test/units/sched_idle_bad.service
2012-11-01	2012-11-01	Holger Hans Peter Freyther	test/units/sched_idle_ok.service
2012-11-01	2012-11-01	Holger Hans Peter Freyther	test/units/sched_rr_bad.service
2012-11-01	2012-11-01	Holger Hans Peter Freyther	test/units/sched_rr_change.service
2012-11-01	2012-11-01	Holger Hans Peter Freyther	test/units/sched_rr_ok.service
2012-11-14	2012-11-09	Kay Sievers	hwdb.d/20-usb-classes.hwdb
2012-11-15	2018-04-24	Martin Wilck	test/udev-test.pl
2012-11-16	2010-04-10	Lennart Poettering	src/core/mount.h
2012-11-19	2012-11-12	Kay Sievers	src/libudev/libudev.pc.in
2012-11-28	2010-06-23	Maxim Levitsky	src/udev/mtd_probe/probe_smartmedia.c
2012-11-28	2011-05-23	Lennart Poettering	src/login/logind-device.c
2012-11-28	2011-10-07	Lennart Poettering	src/journal/lookup3.h
2012-12-01	2012-09-27	Lennart Poettering	src/journal-remote/browse.html
2012-12-04	2010-07-08	Lennart Poettering	man/systemd-cgls.xml
2012-12-07	2010-04-10	Lennart Poettering	src/core/org.freedesktop.systemd1.conf
2012-12-14	2012-10-17	Lennart Poettering	docs/sysvinit/README.in
2012-12-17	2012-10-31	Lennart Poettering	src/basic/special.h
2012-12-22	2010-05-16	Lennart Poettering	units/network.target
2012-12-22	2012-05-21	Lennart Poettering	units/systemd-udevd-kernel.socket
2012-12-23	2010-04-21	Lennart Poettering	src/shared/fdset.c
2012-12-23	2012-05-15	Kay Sievers	src/libudev/libudev.sym
2012-12-27	2010-06-22	Lennart Poettering	man/sd_is_fifo.xml
2012-12-30	2010-04-04	Lennart Poettering	src/initctl/initctl.c
2013-01-10	2012-05-21	Kay Sievers	units/systemd-udevd-control.socket
2013-01-13	2012-01-06	Lennart Poettering	units/syslog.socket
2013-01-25	2013-01-25	Michal Schmidt	test/TEST-03-JOBS/Makefile
2013-01-25	2013-01-25	Michal Schmidt	test/units/hello-after-sleep.target
2013-01-25	2013-01-25	Michal Schmidt	test/units/hello.service
2013-01-25	2013-01-25	Michal Schmidt	test/units/sleep.service
2013-01-25	2013-01-25	Michal Schmidt	test/units/testsuite.target
2013-01-30	2012-08-15	Lennart Poettering	src/journal/journal-authenticate.h
2013-02-01	2010-06-22	Lennart Poettering	man/runlevel.xml
2013-02-01	2012-05-05	Lennart Poettering	units/systemd-hibernate.service.in
2013-02-01	2012-05-05	Lennart Poettering	units/systemd-suspend.service.in
2013-02-05	2011-05-26	Lennart Poettering	src/login/70-uaccess.rules.m4
2013-02-09	2009-11-17	Lennart Poettering	src/basic/list.h
2013-02-09	2010-01-26	Lennart Poettering	src/core/target.h
2013-02-11	2012-08-13	Lennart Poettering	src/journal/fsprg.h
2013-02-13	2018-08-24	Kay Sievers	src/libudev/libudev-monitor.c
2013-02-20	2010-05-16	Lennart Poettering	units/getty@.service.m4
2013-02-22	2010-11-18	Lennart Poettering	units/systemd-ask-password-console.service
2013-02-26	2010-04-10	Lennart Poettering	src/core/mount-setup.h
2013-02-27	2011-04-04	Lennart Poettering	units/systemd-binfmt.service.in
2013-03-03	2012-11-14	Lennart Poettering	src/basic/replace-var.c
2013-03-06	2011-10-11	Lennart Poettering	units/local-fs-pre.target
2013-03-06	2011-10-11	Lennart Poettering	units/remote-fs-pre.target
2013-03-11	2012-05-30	Lennart Poettering	src/login/logind-button.h
2013-03-13	2011-07-22	Lennart Poettering	src/test/test-install.c
2013-03-20	2011-05-23	Lennart Poettering	src/login/logind-seat.c
2013-03-21	2010-11-18	Lennart Poettering	units/cryptsetup.target
2013-03-24	2012-04-10	Lennart Poettering	units/nss-user-lookup.target
2013-03-25	2010-05-20	Lennart Poettering	units/user/default.target
2013-03-29	2011-12-27	Lennart Poettering	src/journal/journald-rate-limit.c
2013-04-02	2012-06-07	Michal Schmidt	units/debug-shell.service.in
2013-04-06	2015-04-01	Kay Sievers	src/libudev/libudev-device.c
2013-04-07	2010-01-23	Lennart Poettering	src/core/socket.h
2013-04-08	2010-05-16	Lennart Poettering	units/time-sync.target
2013-04-08	2010-09-28	Lennart Poettering	units/systemd-tmpfiles-setup.service
2013-04-12	2011-08-31	Lennart Poettering	man/localtime.xml
2013-04-15	2010-05-16	Lennart Poettering	units/systemd-initctl.service.in
2013-04-16	2010-09-28	Lennart Poettering	units/systemd-tmpfiles-clean.service
2013-04-16	2012-05-05	Lennart Poettering	units/sleep.target
2013-04-20	2012-07-13	Lennart Poettering	man/sd_journal_next.xml
2013-04-21	2010-11-21	Lennart Poettering	man/vconsole.conf.xml
2013-04-22	2015-03-12	Kay Sievers	rules.d/60-serial.rules
2013-04-23	2017-10-05	Lennart Poettering	tmpfiles.d/x11.conf
2013-05-02	2011-12-30	Lennart Poettering	units/systemd-journald.socket
2013-05-04	2012-10-25	Kay Sievers	hwdb.d/20-acpi-vendor.hwdb
2013-05-05	2011-06-28	Lennart Poettering	src/login/73-seat-late.rules.m4
2013-05-06	2013-01-15	Zbigniew Jędrzejewski-Szmek	tools/make-man-index.py
2013-05-10	2012-11-05	Daniel Wallace	shell-completion/zsh/_systemd
2013-05-12	2011-04-16	Lennart Poettering	man/machine-info.xml
2013-05-12	2011-07-22	Lennart Poettering	src/systemd/sd-login.h
2013-05-12	2018-11-21	Kay Sievers	src/libudev/libudev-util.c
2013-05-20	2012-05-04	Lennart Poettering	man/systemd-inhibit.xml
2013-05-20	2013-11-19	Lennart Poettering	src/core/dbus-target.c
2013-05-22	2010-10-25	Lennart Poettering	units/systemd-ask-password-wall.service
2013-05-25	2012-06-25	Lennart Poettering	man/systemd-initctl.service.xml
2013-05-28	2013-03-13	Zbigniew Jędrzejewski-Szmek	man/custom-man.xsl
2013-05-29	2010-09-16	Lennart Poettering	src/core/org.freedesktop.systemd1.policy.in
2013-05-31	2012-05-21	Kay Sievers	units/systemd-udev-settle.service
2013-06-03	2012-06-25	Lennart Poettering	man/systemd-user-sessions.service.xml
2013-06-04	2010-04-16	Lennart Poettering	src/core/automount.c
2013-06-06	2012-06-26	Lennart Poettering	man/systemd-quotacheck.service.xml
2013-06-08	2012-06-27	Lennart Poettering	man/systemd-tty-ask-password-agent.xml
2013-06-10	2010-05-16	Lennart Poettering	units/sysinit.target
2013-06-15	2012-11-09	Kay Sievers	hwdb.d/20-pci-classes.hwdb
2013-06-17	2011-07-28	Lennart Poettering	src/core/selinux-setup.c
2013-06-20	2011-10-07	Lennart Poettering	src/systemd/sd-journal.h
2013-06-21	2010-05-24	Lennart Poettering	src/core/path.c
2013-06-21	2012-09-07	Lennart Poettering	man/sd_journal_get_usage.xml
2013-06-24	2012-04-16	Lennart Poettering	src/login/test-inhibit.c
2013-06-25	2012-06-27	Lennart Poettering	man/systemd-system-update-generator.xml
2013-06-26	2014-01-03	Kay Sievers	rules.d/80-drivers.rules
2013-06-27	2010-04-10	Lennart Poettering	src/core/hostname-setup.h
2013-06-28	2012-07-13	Lennart Poettering	man/sd_journal_get_cursor.xml
2013-07-01	2012-07-06	Lennart Poettering	man/sd_id128_randomize.xml
2013-07-03	2009-06-15	Kay Sievers	src/libudev/libudev-enumerate.c
2013-07-04	2012-06-25	Lennart Poettering	man/systemd-update-utmp.service.xml
2013-07-05	2012-10-27	Lennart Poettering	units/systemd-hybrid-sleep.service.in
2013-07-09	2011-05-23	Lennart Poettering	src/login/logind-seat.h
2013-07-11	2010-05-09	Lennart Poettering	src/core/loopback-setup.h
2013-07-17	2010-05-21	Lennart Poettering	src/core/kmod-setup.h
2013-07-20	2010-05-18	Lennart Poettering	units/proc-sys-fs-binfmt_misc.mount
2013-07-20	2012-07-12	Lennart Poettering	src/journal/test-journal-match.c
2013-07-21	2012-04-19	Michal Schmidt	src/core/transaction.h
2013-08-02	2012-07-13	Lennart Poettering	man/sd_journal_get_cutoff_realtime_usec.xml
2013-08-07	2012-01-04	Lennart Poettering	src/journal/journald.conf
2013-08-07	2012-10-16	Lennart Poettering	src/systemd/sd-id128.h
2013-08-07	2012-10-22	Kay Sievers	src/basic/strbuf.h
2013-08-08	2010-05-19	Lennart Poettering	src/libsystemd/sd-daemon/sd-daemon.c
2013-08-09	2012-08-17	Lennart Poettering	src/journal/test-journal-verify.c
2013-08-10	2010-05-09	Maarten Lankhorst	src/core/dbus-swap.h
2013-08-10	2010-08-25	Lennart Poettering	units/serial-getty@.service.m4
2013-08-13	2012-08-16	Lennart Poettering	src/journal/journal-verify.c
2013-08-15	2010-05-16	Lennart Poettering	units/local-fs.target
2013-08-15	2012-10-26	Lennart Poettering	src/journal/test-journal-enum.c
2013-08-16	2010-05-09	Lennart Poettering	src/test/test-loopback.c
2013-08-16	2013-03-02	Michael Biebl	shell-completion/bash/hostnamectl
2013-08-21	2010-06-23	Maxim Levitsky	src/udev/mtd_probe/mtd_probe.c
2013-08-26	2013-03-19	Lennart Poettering	src/libsystemd/sd-bus/bus-signature.c
2013-08-27	2012-09-27	Lennart Poettering	units/systemd-journal-gatewayd.socket
2013-08-27	2013-03-30	Lennart Poettering	src/libsystemd/sd-bus/test-bus-server.c
2013-08-28	2011-06-16	Lennart Poettering	src/login/org.freedesktop.login1.policy
2013-08-28	2012-11-14	Lennart Poettering	src/test/test-replace-var.c
2013-08-31	2013-03-21	Lennart Poettering	src/basic/prioq.c
2013-09-02	2012-11-25	Zbigniew Jędrzejewski-Szmek	man/systemd-journal-gatewayd.service.xml
2013-09-04	2014-02-13	Lennart Poettering	src/core/user.conf.in
2013-09-05	2012-06-26	Lennart Poettering	man/systemd-ask-password-console.service.xml
2013-09-08	2012-05-16	Zbigniew Jędrzejewski-Szmek	man/systemd-delta.xml
2013-09-08	2013-02-22	Michal Schmidt	test/units/unstoppable.service
2013-09-10	2010-09-16	Lennart Poettering	src/ask-password/ask-password.c
2013-09-11	2011-07-28	Lennart Poettering	src/core/selinux-setup.h
2013-09-15	2011-12-16	Lennart Poettering	src/journal/journal-send.c
2013-09-20	2010-08-10	Lennart Poettering	src/update-utmp/update-utmp.c
2013-09-20	2011-12-19	Lennart Poettering	man/sd_get_seats.xml
2013-09-21	2011-08-05	Kay Sievers	src/udev/udev-builtin-usb_id.c
2013-09-24	2010-05-16	Lennart Poettering	units/basic.target
2013-09-24	2013-11-19	Lennart Poettering	src/core/dbus-device.c
2013-09-26	2013-03-31	Lennart Poettering	src/libsystemd/sd-bus/bus-match.c
2013-10-02	2012-07-13	Lennart Poettering	man/sd_journal_stream_fd.xml
2013-10-07	2010-01-23	Lennart Poettering	src/core/service.h
2013-10-09	2013-03-31	Lennart Poettering	src/libsystemd/sd-bus/bus-match.h
2013-10-09	2015-02-04	Zbigniew Jędrzejewski-Szmek	man/daemon.xml
2013-10-13	2010-10-12	Lennart Poettering	src/core/swap.c
2013-10-15	2013-07-29	William Giokas	shell-completion/zsh/_timedatectl
2013-10-19	2013-03-20	Lennart Poettering	src/libsystemd/sd-bus/test-bus-chat.c
2013-10-21	2011-12-19	Lennart Poettering	man/sd_session_is_active.xml
2013-10-23	2011-07-13	Zbigniew Jędrzejewski-Szmek	man/loginctl.xml
2013-10-24	2010-06-24	Lennart Poettering	man/systemd-notify.xml
2013-10-24	2012-06-26	Lennart Poettering	man/systemd-halt.service.xml
2013-10-24	2012-09-27	Lennart Poettering	src/journal-remote/journal-gatewayd.c
2013-10-24	2013-07-26	Kay Sievers	shell-completion/bash/kernel-install
2013-10-25	2012-07-13	Lennart Poettering	man/sd_journal_get_realtime_usec.xml
2013-10-29	2012-10-02	Lennart Poettering	src/core/audit-fd.c
2013-10-30	2012-01-03	Lennart Poettering	src/shared/logs-show.h
2013-10-30	2013-10-30	Lennart Poettering	.gitattributes
2013-11-01	2012-07-12	Lennart Poettering	src/journal/test-journal-stream.c
2013-11-04	2011-12-21	Kay Sievers	src/udev/udev-builtin-kmod.c
2013-11-04	2013-10-09	Lennart Poettering	src/libsystemd/sd-bus/test-bus-signature.c
2013-11-08	2012-07-09	Lennart Poettering	man/sd-journal.xml
2013-11-08	2012-07-13	Lennart Poettering	man/sd_journal_add_match.xml
2013-11-09	2013-09-21	Shawn Landden	src/basic/gunicode.c
2013-11-11	2013-11-11	David Strauss	test/units/son.service
2013-11-13	2010-05-16	Lennart Poettering	units/rc-local.service.in
2013-11-15	2012-03-16	Frederic Crozat	src/basic/sparse-endian.h
2013-11-23	2012-05-05	Lennart Poettering	units/hibernate.target
2013-11-23	2012-05-05	Lennart Poettering	units/suspend.target
2013-11-23	2012-05-31	Lennart Poettering	man/systemd-modules-load.service.xml
2013-11-27	2012-05-24	Lennart Poettering	src/core/system.conf.in
2013-11-27	2013-03-21	Lennart Poettering	src/libsystemd/sd-bus/bus-internal.c
2013-11-28	2012-09-16	Kay Sievers	rules.d/64-btrfs.rules.in
2013-12-01	2013-03-02	Michael Biebl	shell-completion/bash/localectl
2013-12-06	2011-05-23	Lennart Poettering	src/login/logind-session.h
2013-12-09	2012-08-22	Lennart Poettering	src/journal/journald-kmsg.c
2013-12-09	2013-07-05	Zbigniew Jędrzejewski-Szmek	src/login/test-login-tables.c
2013-12-10	2011-07-31	Lennart Poettering	src/login/logind-gperf.gperf
2013-12-17	2012-10-22	Kay Sievers	src/basic/strbuf.c
2013-12-24	2012-03-15	Lennart Poettering	man/systemd-cat.xml
2013-12-24	2013-05-15	Lennart Poettering	units/systemd-update-utmp.service.in
2013-12-26	2013-03-25	Lennart Poettering	src/libsystemd/sd-bus/bus-socket.h
2013-12-29	2010-04-18	Lennart Poettering	src/core/dbus-mount.h
2013-12-31	2010-04-18	Lennart Poettering	src/core/dbus-service.h
2013-12-31	2010-04-18	Lennart Poettering	src/core/dbus-socket.h
2013-12-31	2013-09-18	Dave Reisner	src/test/test-device-nodes.c
2014-01-01	2012-09-21	Lennart Poettering	src/journal/mmap-cache.c
2014-01-02	2013-03-19	Lennart Poettering	src/systemd/sd-bus-protocol.h
2014-01-04	2012-04-19	Michal Schmidt	src/core/transaction.c
2014-01-05	2012-08-15	Lennart Poettering	src/journal/journal-verify.h
2014-01-06	2012-05-30	Lennart Poettering	src/login/70-power-switch.rules
2014-01-07	2012-06-25	Lennart Poettering	man/systemd-localed.service.xml
2014-01-09	2012-05-21	Lennart Poettering	units/systemd-udev-trigger.service
2014-01-12	2011-06-29	Lennart Poettering	src/login/logind.conf.in
2014-01-12	2013-03-19	Lennart Poettering	src/libsystemd/sd-bus/bus-signature.h
2014-01-13	2012-07-06	Lennart Poettering	man/sd_id128_to_string.xml
2014-01-15	2010-05-23	Lennart Poettering	src/core/timer.c
2014-01-15	2012-12-01	Zbigniew Jędrzejewski-Szmek	src/journal-remote/microhttpd-util.c
2014-01-19	2012-04-10	Kay Sievers	src/basic/audit-util.c
2014-01-22	2013-10-09	Lennart Poettering	src/libsystemd/sd-bus/test-bus-objects.c
2014-01-23	2012-06-26	Lennart Poettering	man/systemd-fsck@.service.xml
2014-01-25	2011-12-19	Lennart Poettering	man/sd_login_monitor_new.xml
2014-01-27	2013-05-22	Lennart Poettering	src/libsystemd/sd-bus/test-bus-benchmark.c
2014-01-28	2013-07-29	William Giokas	shell-completion/zsh/_udevadm
2014-01-31	2011-04-08	Lennart Poettering	man/systemd-ask-password.xml
2014-01-31	2013-03-02	Michael Biebl	shell-completion/bash/coredumpctl
2014-02-03	2013-11-07	Lennart Poettering	src/systemd/sd-utf8.h
2014-02-04	2013-05-14	Lennart Poettering	src/libsystemd/sd-bus/bus-kernel.h
2014-02-08	2015-10-04	Lennart Poettering	man/sd_listen_fds.xml
2014-02-11	2013-09-23	Kay Sievers	src/shared/boot-timestamps.c
2014-02-13	2013-03-02	Michael Biebl	shell-completion/bash/loginctl
2014-02-13	2013-03-19	Lennart Poettering	src/libsystemd/sd-bus/bus-message.c
2014-02-13	2013-07-05	Zbigniew Jędrzejewski-Szmek	src/machine/test-machine-tables.c
2014-02-14	2012-07-19	Lennart Poettering	src/core/kill.h
2014-02-14	2012-11-20	Lennart Poettering	man/sd_journal_get_catalog.xml
2014-02-16	2010-04-21	Lennart Poettering	src/shared/fdset.h
2014-02-16	2010-10-19	Lennart Poettering	src/quotacheck/quotacheck.c
2014-02-18	2014-02-18	Lennart Poettering	test/units/grandchild.service
2014-02-18	2014-02-18	Lennart Poettering	test/units/parent-deep.slice
2014-02-20	2012-10-21	Lennart Poettering	man/localectl.xml
2014-02-20	2014-02-19	Tom Gundersen	hwdb.d/20-net-ifname.hwdb
2014-02-22	2013-12-28	Lennart Poettering	src/shared/xml.c
2014-02-23	2013-11-05	Lennart Poettering	src/login/logind-user-dbus.c
2014-02-27	2012-01-24	Lennart Poettering	man/systemd-cgtop.xml
2014-02-27	2013-09-23	Kay Sievers	src/shared/acpi-fpdt.c
2014-03-01	2010-09-21	Martin Pitt	test/rule-syntax-check.py
2014-03-01	2010-10-13	Lennart Poettering	units/user/systemd-exit.service
2014-03-06	2013-06-27	Lennart Poettering	src/core/dbus-slice.c
2014-03-08	2010-07-01	Lennart Poettering	man/systemd.automount.xml
2014-03-08	2013-12-28	Lennart Poettering	src/test/test-xml.c
2014-03-10	2013-07-29	William Giokas	shell-completion/zsh/_localectl
2014-03-11	2011-12-30	Lennart Poettering	src/journal/journal-internal.h
2014-03-15	2013-03-19	Lennart Poettering	src/libsystemd/sd-bus/bus-message.h
2014-03-15	2013-12-22	Marcel Holtmann	hwdb.d/sdio.ids
2014-03-15	2016-05-04	Lennart Poettering	src/cgroups-agent/cgroups-agent.c
2014-03-16	2015-02-04	Zbigniew Jędrzejewski-Szmek	man/systemd.path.xml
2014-03-18	2013-09-16	Zbigniew Jędrzejewski-Szmek	src/login/test-login-shared.c
2014-03-20	2012-10-17	Lennart Poettering	man/hostnamectl.xml
2014-03-21	2012-07-06	Lennart Poettering	man/sd-id128.xml
2014-03-21	2015-07-12	Zbigniew Jędrzejewski-Szmek	man/custom-html.xsl
2014-03-24	2012-04-22	Lennart Poettering	units/console-getty.service.m4
2014-03-27	2011-05-23	Lennart Poettering	src/login/logind-user.h
2014-03-30	2012-10-27	Lennart Poettering	units/hybrid-sleep.target
2014-03-30	2014-02-18	Thomas Hindoe Paaboel Andersen	shell-completion/bash/systemd-delta
2014-03-31	2013-10-10	Lennart Poettering	src/shared/ima-util.c
2014-03-31	2020-01-06	Kay Sievers	rules.d/60-persistent-storage.rules
